nodeName	altName	nodeAttr[nodesPresent, ]
TSPAN12	TSPAN12	green
BOC	BOC	green
ATP1A2	ATP1A2	green
ABCC11	ABCC11	green
GNA14	GNA14	green
ITPR2	ITPR2	green
WDR93	WDR93	green
ZNRF3	ZNRF3	green
GRTP1	GRTP1	green
GPR143	GPR143	green
ZNF442	ZNF442	green
TNS3	TNS3	green
PON3	PON3	green
CACHD1	CACHD1	green
SLC25A18	SLC25A18	green
PPP1R1B	PPP1R1B	green
BTN2A2	BTN2A2	green
NBPF10	NBPF10	green
ANO6	ANO6	green
ABCA1	ABCA1	green
MMD2	MMD2	green
C12orf39	C12orf39	green
NEK6	NEK6	green
