nodeName	altName	nodeAttr[nodesPresent, ]
ARMC12	ARMC12	yellow
ACACB	ACACB	yellow
PLCB3	PLCB3	yellow
RNF135	RNF135	yellow
ARHGAP17	ARHGAP17	yellow
EPHB4	EPHB4	yellow
PILRA	PILRA	yellow
SNAI1	SNAI1	yellow
CD72	CD72	yellow
ABHD4	ABHD4	yellow
RGS9	RGS9	yellow
CTC-360G5.1	CTC-360G5.1	yellow
ATP2A1	ATP2A1	yellow
HFE	HFE	yellow
SRGAP1	SRGAP1	yellow
DENND1C	DENND1C	yellow
CHST14	CHST14	yellow
IZUMO4	IZUMO4	yellow
GPC2	GPC2	yellow
TGM1	TGM1	yellow
GHRL	GHRL	yellow
IQGAP1	IQGAP1	yellow
ALDH16A1	ALDH16A1	yellow
ELN	ELN	yellow
ARAP1	ARAP1	yellow
MYH3	MYH3	yellow
SMIM1	SMIM1	yellow
UCP3	UCP3	yellow
SCAMP2	SCAMP2	yellow
PER1	PER1	yellow
RPS28	RPS28	yellow
RP11-1105G2.3	RP11-1105G2.3	yellow
ASIC3	ASIC3	yellow
CBX2	CBX2	yellow
PROM2	PROM2	yellow
SERPINB1	SERPINB1	yellow
PLK1	PLK1	yellow
C9orf43	C9orf43	yellow
FAM114A1	FAM114A1	yellow
PRKD2	PRKD2	yellow
HSPB6	HSPB6	yellow
WNT11	WNT11	yellow
TSSK3	TSSK3	yellow
INPPL1	INPPL1	yellow
ASPRV1	ASPRV1	yellow
PIWIL2	PIWIL2	yellow
TULP3	TULP3	yellow
C1QTNF6	C1QTNF6	yellow
LOXL2	LOXL2	yellow
ANKRD23	ANKRD23	yellow
EBF4	EBF4	yellow
NTN5	NTN5	yellow
RHBDF1	RHBDF1	yellow
UAP1L1	UAP1L1	yellow
ODF3L2	ODF3L2	yellow
ORAI1	ORAI1	yellow
TOB2	TOB2	yellow
RALGDS	RALGDS	yellow
CDK2AP2	CDK2AP2	yellow
UCN	UCN	yellow
SPNS3	SPNS3	yellow
ACAP1	ACAP1	yellow
SORBS3	SORBS3	yellow
ZBTB7B	ZBTB7B	yellow
ERAS	ERAS	yellow
PIR	PIR	yellow
SPATA9	SPATA9	yellow
SLC16A1	SLC16A1	yellow
ASB16	ASB16	yellow
KCNK7	KCNK7	yellow
RENBP	RENBP	yellow
MAN2B1	MAN2B1	yellow
BCAT2	BCAT2	yellow
61E3.4.4	61E3.4.4	yellow
