nodeName	altName	nodeAttr[nodesPresent, ]
CBY3	CBY3	turquoise
CENPE	CENPE	turquoise
MARCKSL1	MARCKSL1	turquoise
FAM63A	FAM63A	turquoise
C16orf96	C16orf96	turquoise
FAXDC2	FAXDC2	turquoise
MVB12B	MVB12B	turquoise
FAM84B	FAM84B	turquoise
BAMBI	BAMBI	turquoise
C21orf49	C21orf49	turquoise
DAPK2	DAPK2	turquoise
CD97	CD97	turquoise
ZCCHC24	ZCCHC24	turquoise
NOTCH1	NOTCH1	turquoise
AC062017.1	AC062017.1	turquoise
NMB	NMB	turquoise
WNK4	WNK4	turquoise
AHSA2	AHSA2	turquoise
LPPR1	LPPR1	turquoise
RAB6C	RAB6C	turquoise
ANKRD40	ANKRD40	turquoise
MEGF10	MEGF10	turquoise
PROX1	PROX1	turquoise
ARHGAP22	ARHGAP22	turquoise
TET1	TET1	turquoise
CDH26	CDH26	turquoise
MBNL3	MBNL3	turquoise
SLC25A13	SLC25A13	turquoise
TMSB4Y	TMSB4Y	turquoise
ZDHHC11B	ZDHHC11B	turquoise
SYNJ2	SYNJ2	turquoise
C2orf88	C2orf88	turquoise
TRAF4	TRAF4	turquoise
H2AFJ	H2AFJ	turquoise
KREMEN2	KREMEN2	turquoise
OTUD7B	OTUD7B	turquoise
CBR1	CBR1	turquoise
MOSPD2	MOSPD2	turquoise
PHLPP1	PHLPP1	turquoise
C19orf40	C19orf40	turquoise
HSD17B8	HSD17B8	turquoise
KLHL32	KLHL32	turquoise
HIP1R	HIP1R	turquoise
ZNF300	ZNF300	turquoise
AC007382.1	AC007382.1	turquoise
CERS2	CERS2	turquoise
DDR1	DDR1	turquoise
QKI	QKI	turquoise
FOXO6	FOXO6	turquoise
MAP3K11	MAP3K11	turquoise
DDO	DDO	turquoise
TRAF1	TRAF1	turquoise
SLCO3A1	SLCO3A1	turquoise
MYH7B	MYH7B	turquoise
ENO4	ENO4	turquoise
PDGFRL	PDGFRL	turquoise
NPC2	NPC2	turquoise
NRIP2	NRIP2	turquoise
REEP3	REEP3	turquoise
TAS2R14	TAS2R14	turquoise
TP53INP1	TP53INP1	turquoise
EDA	EDA	turquoise
CPQ	CPQ	turquoise
RHCE	RHCE	turquoise
MOB3B	MOB3B	turquoise
FBXW4	FBXW4	turquoise
FZD5	FZD5	turquoise
CUEDC1	CUEDC1	turquoise
SLC12A2	SLC12A2	turquoise
CHN2	CHN2	turquoise
FBXL7	FBXL7	turquoise
CHD7	CHD7	turquoise
SFR1	SFR1	turquoise
DOCK1	DOCK1	turquoise
RFFL	RFFL	turquoise
PRKCQ	PRKCQ	turquoise
NFATC3	NFATC3	turquoise
ATP11A	ATP11A	turquoise
MTUS1	MTUS1	turquoise
C19orf45	C19orf45	turquoise
DOHH	DOHH	turquoise
C2orf82	C2orf82	turquoise
TSSK6	TSSK6	turquoise
ZBTB3	ZBTB3	turquoise
HPDL	HPDL	turquoise
PIK3C2B	PIK3C2B	turquoise
CCP110	CCP110	turquoise
ZFHX4	ZFHX4	turquoise
TESK2	TESK2	turquoise
OAS1	OAS1	turquoise
ZFYVE16	ZFYVE16	turquoise
PRCD	PRCD	turquoise
LECT1	LECT1	turquoise
ZEB2	ZEB2	turquoise
RAI14	RAI14	turquoise
CHODL	CHODL	turquoise
CCDC152	CCDC152	turquoise
ARRDC4	ARRDC4	turquoise
FRYL	FRYL	turquoise
STARD9	STARD9	turquoise
ARHGAP23	ARHGAP23	turquoise
