nodeName	altName	nodeAttr[nodesPresent, ]
FAM63A	FAM63A	yellow
FAXDC2	FAXDC2	yellow
MVB12B	MVB12B	yellow
FAM84B	FAM84B	yellow
DAPK2	DAPK2	yellow
CD97	CD97	yellow
ZCCHC24	ZCCHC24	yellow
AC062017.1	AC062017.1	yellow
NMB	NMB	yellow
LPPR1	LPPR1	yellow
RAB6C	RAB6C	yellow
SNAI1	SNAI1	yellow
RGS9	RGS9	yellow
TTLL11	TTLL11	yellow
MEGF10	MEGF10	yellow
RP11-382J12.1	RP11-382J12.1	yellow
PROX1	PROX1	yellow
ARHGAP22	ARHGAP22	yellow
TMC1	TMC1	yellow
ARRDC3	ARRDC3	yellow
IZUMO4	IZUMO4	yellow
TET1	TET1	yellow
MBNL3	MBNL3	yellow
LURAP1	LURAP1	yellow
SLC25A13	SLC25A13	yellow
ZDHHC11B	ZDHHC11B	yellow
IQGAP1	IQGAP1	yellow
SYNJ2	SYNJ2	yellow
C2orf88	C2orf88	yellow
OTUD7B	OTUD7B	yellow
CBR1	CBR1	yellow
MOSPD2	MOSPD2	yellow
PHLPP1	PHLPP1	yellow
SMIM1	SMIM1	yellow
KLHL32	KLHL32	yellow
ART3	ART3	yellow
HIP1R	HIP1R	yellow
ZNF300	ZNF300	yellow
CERS2	CERS2	yellow
DDR1	DDR1	yellow
RP11-1105G2.3	RP11-1105G2.3	yellow
ASIC3	ASIC3	yellow
PROM2	PROM2	yellow
QKI	QKI	yellow
MAP3K11	MAP3K11	yellow
DDO	DDO	yellow
TRAF1	TRAF1	yellow
SLCO3A1	SLCO3A1	yellow
C9orf43	C9orf43	yellow
MYH7B	MYH7B	yellow
ENO4	ENO4	yellow
NRIP2	NRIP2	yellow
REEP3	REEP3	yellow
TAS2R14	TAS2R14	yellow
AKNAD1	AKNAD1	yellow
CNPY1	CNPY1	yellow
MOB3B	MOB3B	yellow
PIWIL2	PIWIL2	yellow
FZD5	FZD5	yellow
CUEDC1	CUEDC1	yellow
SLC12A2	SLC12A2	yellow
CHN2	CHN2	yellow
ANKRD23	ANKRD23	yellow
CHD7	CHD7	yellow
SFR1	SFR1	yellow
RFFL	RFFL	yellow
PRKCQ	PRKCQ	yellow
ATP11A	ATP11A	yellow
MTUS1	MTUS1	yellow
C19orf45	C19orf45	yellow
DOHH	DOHH	yellow
UAP1L1	UAP1L1	yellow
C2orf82	C2orf82	yellow
TSSK6	TSSK6	yellow
ZBTB3	ZBTB3	yellow
TOB2	TOB2	yellow
RALGDS	RALGDS	yellow
ACAP1	ACAP1	yellow
PIK3C2B	PIK3C2B	yellow
CCP110	CCP110	yellow
ZFHX4	ZFHX4	yellow
TESK2	TESK2	yellow
SPATA9	SPATA9	yellow
PRCD	PRCD	yellow
ZEB2	ZEB2	yellow
PRTG	PRTG	yellow
C12orf39	C12orf39	yellow
CCDC152	CCDC152	yellow
FRYL	FRYL	yellow
STARD9	STARD9	yellow
ARHGAP23	ARHGAP23	yellow
