nodeName	altName	nodeAttr[nodesPresent, ]
SOWAHD	SOWAHD	green
SLC5A9	SLC5A9	green
CTSS	CTSS	green
GALNT15	GALNT15	green
APOC1	APOC1	green
KCNQ1	KCNQ1	green
C11orf70	C11orf70	green
TOR4A	TOR4A	green
SIPA1	SIPA1	green
LYL1	LYL1	green
CABP4	CABP4	green
HLA-DMA	HLA-DMA	green
CD4	CD4	green
ST14	ST14	green
NFATC2	NFATC2	green
SLC15A3	SLC15A3	green
TMEM102	TMEM102	green
FAM189A2	FAM189A2	green
B4GALT1	B4GALT1	green
SLC17A9	SLC17A9	green
LSP1	LSP1	green
IL10RA	IL10RA	green
UNC13D	UNC13D	green
TLR1	TLR1	green
HLA-DPB1	HLA-DPB1	green
SERINC2	SERINC2	green
IQGAP2	IQGAP2	green
TLCD1	TLCD1	green
DKFZP667F0711	DKFZP667F0711	green
TMEM156	TMEM156	green
MCAM	MCAM	green
JUP	JUP	green
SCUBE3	SCUBE3	green
CARD11	CARD11	green
CCNB2	CCNB2	green
TMEM106A	TMEM106A	green
PCDHGB6	PCDHGB6	green
AGTRAP	AGTRAP	green
NLRC5	NLRC5	green
OLFML1	OLFML1	green
GDPD2	GDPD2	green
NTRK1	NTRK1	green
GSN	GSN	green
SULT1C4	SULT1C4	green
TK1	TK1	green
PLCG2	PLCG2	green
RIPK3	RIPK3	green
PKDREJ	PKDREJ	green
ADAMTSL3	ADAMTSL3	green
TLR10	TLR10	green
BIN2	BIN2	green
RGS10	RGS10	green
HAVCR2	HAVCR2	green
PATL2	PATL2	green
ARSI	ARSI	green
MCM5	MCM5	green
KIAA1683	KIAA1683	green
SAMSN1	SAMSN1	green
MASP1	MASP1	green
RIN3	RIN3	green
BUB1	BUB1	green
IGFBP5	IGFBP5	green
TMEM45A	TMEM45A	green
PPP4R1L	PPP4R1L	green
TSPO	TSPO	green
MFNG	MFNG	green
PIK3CG	PIK3CG	green
APOBEC3C	APOBEC3C	green
GPR146	GPR146	green
PTGS1	PTGS1	green
SYTL3	SYTL3	green
ZBTB20	ZBTB20	green
CAPN12	CAPN12	green
IKBKE	IKBKE	green
SLC7A7	SLC7A7	green
CLIC4	CLIC4	green
OLFML3	OLFML3	green
RAB3IL1	RAB3IL1	green
APOD	APOD	green
ANXA2R	ANXA2R	green
FMO4	FMO4	green
MRC2	MRC2	green
PLTP	PLTP	green
TLN1	TLN1	green
KYNU	KYNU	green
B3GNT5	B3GNT5	green
VAV1	VAV1	green
SLA	SLA	green
STAT5A	STAT5A	green
RPS6KA1	RPS6KA1	green
HIST2H2BF	HIST2H2BF	green
AOAH	AOAH	green
PLXDC2	PLXDC2	green
RPSAP58	RPSAP58	green
PYCARD	PYCARD	green
TTC38	TTC38	green
IRF5	IRF5	green
INPP5D	INPP5D	green
PLEK	PLEK	green
LCAT	LCAT	green
TCTE3	TCTE3	green
FAT4	FAT4	green
CMTM3	CMTM3	green
LOXL4	LOXL4	green
PMFBP1	PMFBP1	green
TCF19	TCF19	green
CENPI	CENPI	green
C20orf197	C20orf197	green
OLR1	OLR1	green
ISG20	ISG20	green
CAPG	CAPG	green
C11orf21	C11orf21	green
ZNF90	ZNF90	green
PLBD1	PLBD1	green
BMP1	BMP1	green
DEF6	DEF6	green
FCGRT	FCGRT	green
ITPRIPL2	ITPRIPL2	green
ACSM5	ACSM5	green
WASF2	WASF2	green
GUCA1B	GUCA1B	green
EML3	EML3	green
LMNA	LMNA	green
HRCT1	HRCT1	green
IL13RA1	IL13RA1	green
ACAD11	ACAD11	green
PLEKHA7	PLEKHA7	green
PIEZO1	PIEZO1	green
STON1	STON1	green
F2RL1	F2RL1	green
CACNA2D4	CACNA2D4	green
TENC1	TENC1	green
SPINT1	SPINT1	green
NCAPH	NCAPH	green
ADAP2	ADAP2	green
CCDC37	CCDC37	green
MYO15B	MYO15B	green
NRM	NRM	green
RIBC1	RIBC1	green
ABCB4	ABCB4	green
UACA	UACA	green
