nodeName	altName	nodeAttr[nodesPresent, ]
MAPKAPK2	MAPKAPK2	red
SALL1	SALL1	red
ISYNA1	ISYNA1	red
RAMP3	RAMP3	red
TSPAN11	TSPAN11	red
GYS2	GYS2	red
CTF1	CTF1	red
LRP5	LRP5	red
ADM5	ADM5	red
CNTF	CNTF	red
PYROXD2	PYROXD2	red
ITGB1BP2	ITGB1BP2	red
DNHD1	DNHD1	red
CLASRP	CLASRP	red
BAZ1A	BAZ1A	red
LAMA1	LAMA1	red
CNFN	CNFN	red
GPR17	GPR17	red
ARMC12	ARMC12	red
CBY3	CBY3	red
PLCB3	PLCB3	red
MYL7	MYL7	red
LRRC69	LRRC69	red
NOTCH1	NOTCH1	red
SLC9C2	SLC9C2	red
MTSS1L	MTSS1L	red
METTL7A	METTL7A	red
AHSA2	AHSA2	red
ARHGAP17	ARHGAP17	red
ANKRD40	ANKRD40	red
PRDM16	PRDM16	red
ATP2A1	ATP2A1	red
ZAP70	ZAP70	red
SRGAP1	SRGAP1	red
VASP	VASP	red
GPC2	GPC2	red
CDH26	CDH26	red
ANKRD37	ANKRD37	red
IMPA2	IMPA2	red
TRAF4	TRAF4	red
ETV2	ETV2	red
DHRS3	DHRS3	red
GAS2L3	GAS2L3	red
ALDH16A1	ALDH16A1	red
IL20RA	IL20RA	red
MAP4K1	MAP4K1	red
LHX2	LHX2	red
AC018816.3	AC018816.3	red
ARAP1	ARAP1	red
MYH3	MYH3	red
RCC1	RCC1	red
UCP3	UCP3	red
EZR	EZR	red
SCAMP2	SCAMP2	red
EVA1B	EVA1B	red
RPS28	RPS28	red
CBX2	CBX2	red
NFKBIA	NFKBIA	red
FOXO6	FOXO6	red
PRKD2	PRKD2	red
PDGFRL	PDGFRL	red
FAM27E3	FAM27E3	red
CD151	CD151	red
INPPL1	INPPL1	red
ASPRV1	ASPRV1	red
FBXW4	FBXW4	red
C1QTNF6	C1QTNF6	red
LOXL2	LOXL2	red
AP000769.1	AP000769.1	red
FBXL7	FBXL7	red
CKS2	CKS2	red
DOCK1	DOCK1	red
ASCL2	ASCL2	red
NFATC3	NFATC3	red
EBF4	EBF4	red
NTN5	NTN5	red
ODF3L2	ODF3L2	red
ORAI1	ORAI1	red
NBPF10	NBPF10	red
IZUMO1	IZUMO1	red
ABCA1	ABCA1	red
CDK2AP2	CDK2AP2	red
WTIP	WTIP	red
UCN	UCN	red
C21orf88	C21orf88	red
ZBTB7B	ZBTB7B	red
ERAS	ERAS	red
HLX	HLX	red
PLGLB1	PLGLB1	red
FERMT1	FERMT1	red
OAS1	OAS1	red
DERL3	DERL3	red
KCNK7	KCNK7	red
RAI14	RAI14	red
RENBP	RENBP	red
ATP11C	ATP11C	red
BCAT2	BCAT2	red
61E3.4.4	61E3.4.4	red
