"Gene_clean","Gene_original","Module","ENTREZID"
"PLVAP","PLVAP","green","83483"
"PLXDC2","PLXDC2","brown","84898"
"PLXNA4","PLXNA4","turquoise","91584"
"PLXNB1","PLXNB1","yellow","5364"
"PLXNB3","PLXNB3","yellow","5365"
"PMAIP1","PMAIP1","grey","5366"
"PMFBP1","PMFBP1","brown","83449"
"PMP22","PMP22","yellow","5376"
"PMS2","PMS2","turquoise","5395"
"PNLDC1","PNLDC1","grey","154197"
"PNMA2","PNMA2","turquoise","10687"
"PNMA3","PNMA3","black","29944"
"PNMA5","PNMA5","turquoise","114824"
"PNMA6C","PNMA6C","grey",NA
"PNMAL1","PNMAL1","turquoise",NA
"PNMAL2","PNMAL2","black",NA
"PNOC","PNOC","turquoise","5368"
"PNP","PNP","blue","4860"
"PNPLA3","PNPLA3","red","80339"
"PNPLA5","PNPLA5","turquoise","150379"
"PODN","PODN","blue","127435"
"POLD1","POLD1","brown","5424"
"POMC","POMC","grey","5443"
"PON1","PON1","grey","5444"
"PON3","PON3","blue","5446"
"POSTN","POSTN","turquoise","10631"
"POU2AF1","POU2AF1","yellow","5450"
"POU3F4","POU3F4","brown","5456"
"POU5F1","POU5F1","brown","5460"
"POU6F2","POU6F2","turquoise","11281"
"PP2D1","PP2D1","turquoise","151649"
"PPAP2C","PPAP2C","yellow",NA
"PPAPDC1A","PPAPDC1A","brown",NA
"PPEF1","PPEF1","turquoise","5475"
"PPEF2","PPEF2","brown","5470"
"PPFIA3","PPFIA3","black","8541"
"PPFIA4","PPFIA4","black","8497"
"PPFIBP2","PPFIBP2","yellow","8495"
"PPL","PPL","turquoise","5493"
"PPM1E","PPM1E","red","22843"
"PPM1J","PPM1J","turquoise","333926"
"PPP1R13L","PPP1R13L","brown","10848"
"PPP1R14A","PPP1R14A","yellow","94274"
"PPP1R14C","PPP1R14C","turquoise","81706"
"PPP1R17","PPP1R17","turquoise","10842"
"PPP1R18","PPP1R18","blue","170954"
"PPP1R1B","PPP1R1B","brown","84152"
"PPP1R36","PPP1R36","yellow","145376"
"PPP1R3B","PPP1R3B","blue","79660"
"PPP1R3C","PPP1R3C","blue","5507"
"PPP1R3G","PPP1R3G","brown","648791"
"PPP1R42","PPP1R42","grey","286187"
"PPP3CA","PPP3CA","turquoise","5530"
"PPP3CB","PPP3CB","turquoise","5532"
"PPP3R1","PPP3R1","turquoise","5534"
"PPP4R1L","PPP4R1L","green","55370"
"PPP4R4","PPP4R4","turquoise","57718"
"PRAM1","PRAM1","brown","84106"
"PRB2","PRB2","brown","653247"
"PRCD","PRCD","yellow","768206"
"PRDM12","PRDM12","turquoise","59335"
"PRDM16","PRDM16","brown","63976"
"PRDM6","PRDM6","brown","93166"
"PRELP","PRELP","blue","5549"
"PREX1","PREX1","yellow","57580"
"PRF1","PRF1","brown","5551"
"PRG4","PRG4","turquoise","10216"
"PRICKLE1","PRICKLE1","turquoise","144165"
"PRICKLE3","PRICKLE3","brown","4007"
"PRIMA1","PRIMA1","yellow","145270"
"PRKAA2","PRKAA2","turquoise","5563"
"PRKAR1B","PRKAR1B","black","5575"
"PRKAR2B","PRKAR2B","turquoise","5577"
"PRKCB","PRKCB","turquoise","5579"
"PRKCDBP","PRKCDBP","blue",NA
"PRKCE","PRKCE","turquoise","5581"
"PRKCG","PRKCG","black","5582"
"PRKCH","PRKCH","blue","5583"
"PRKCQ","PRKCQ","yellow","5588"
"PRKD2","PRKD2","brown","25865"
"PRKG2","PRKG2","turquoise","5593"
"PRKX","PRKX","brown","5613"
"PRLHR","PRLHR","turquoise","2834"
"PRLR","PRLR","grey","5618"
"PRMT8","PRMT8","turquoise","56341"
"PROCR","PROCR","blue","10544"
"PRODH","PRODH","brown","5625"
"PROKR2","PROKR2","red","128674"
"PROM2","PROM2","brown","150696"
"PROSER2","PROSER2","blue","254427"
"PROX1","PROX1","yellow","5629"
"PRPH","PRPH","grey","5630"
"PRPH2","PRPH2","turquoise","5961"
"PRR15","PRR15","grey","222171"
"PRR18","PRR18","yellow","285800"
"PRR22","PRR22","grey","163154"
"PRR5L","PRR5L","yellow","79899"
"PRRG1","PRRG1","yellow","5638"
"PRRG2","PRRG2","brown","5639"
"PRRG3","PRRG3","turquoise","79057"
"PRRG4","PRRG4","green","79056"
"PRRT2","PRRT2","black","112476"
"PRSS12","PRSS12","turquoise","8492"
"PRSS16","PRSS16","turquoise","10279"
"PRSS3","PRSS3","black","5646"
"PRSS35","PRSS35","grey","167681"
"PRSS55","PRSS55","grey","203074"
"PRSS56","PRSS56","grey","646960"
"PRTG","PRTG","grey","283659"
"PRTN3","PRTN3","turquoise","5657"
"PRX","PRX","brown","57716"
"PSCA","PSCA","grey","8000"
"PSD","PSD","black","5662"
"PSMB8","PSMB8","blue","5696"
"PSMB9","PSMB9","green","5698"
"PSORS1C1","PSORS1C1","brown","170679"
"PSTPIP1","PSTPIP1","brown","9051"
"PSTPIP2","PSTPIP2","blue","9050"
"PTAFR","PTAFR","green","5724"
"PTER","PTER","turquoise","9317"
"PTF1A","PTF1A","grey","256297"
"PTGDR","PTGDR","grey","5729"
"PTGDR2","PTGDR2","brown","11251"
"PTGDS","PTGDS","brown","5730"
"PTGER1","PTGER1","green","5731"
"PTGER3","PTGER3","turquoise","5733"
"PTGER4","PTGER4","blue","5734"
"PTGES","PTGES","red","9536"
"PTGFR","PTGFR","turquoise","5737"
"PTGIR","PTGIR","blue","5739"
"PTGIS","PTGIS","turquoise","5740"
"PTGS1","PTGS1","green","5742"
"PTGS2","PTGS2","grey","5743"
"PTH1R","PTH1R","brown","5745"
"PTH2R","PTH2R","turquoise","5746"
"PTHLH","PTHLH","turquoise","5744"
"PTK2B","PTK2B","black","2185"
"PTK6","PTK6","yellow","5753"
"PTP4A3","PTP4A3","blue","11156"
"PTPN14","PTPN14","red","5784"
"PTPN20B","PTPN20B","turquoise",NA
"PTPN22","PTPN22","grey","26191"
"PTPN3","PTPN3","turquoise","5774"
"PTPN5","PTPN5","turquoise","84867"
"PTPN6","PTPN6","green","5777"
"PTPN7","PTPN7","green","5778"
"PTPRC","PTPRC","green","5788"
"PTPRCAP","PTPRCAP","brown","5790"
"PTPRH","PTPRH","yellow","5794"
"PTPRJ","PTPRJ","red","5795"
"PTPRN","PTPRN","black","5798"
"PTPRN2","PTPRN2","turquoise","5799"
"PTPRO","PTPRO","turquoise","5800"
"PTPRQ","PTPRQ","turquoise","374462"
"PTPRR","PTPRR","turquoise","5801"
"PTPRT","PTPRT","turquoise","11122"
"PTRF","PTRF","brown",NA
"PTX3","PTX3","grey","5806"
"PVALB","PVALB","turquoise","5816"
"PVRIG","PVRIG","yellow","79037"
"PXDC1","PXDC1","blue","221749"
"PXK","PXK","yellow","54899"
"PXN","PXN","green","5829"
"PYCARD","PYCARD","green","29108"
"PYDC1","PYDC1","grey","260434"
"PYGL","PYGL","blue","5836"
"PYGM","PYGM","brown","5837"
"PYROXD1","PYROXD1","turquoise","79912"
"PYROXD2","PYROXD2","brown","84795"
"PZP","PZP","grey","5858"
"QDPR","QDPR","yellow","5860"
"QKI","QKI","yellow","9444"
"QPCT","QPCT","turquoise","25797"
"QRFPR","QRFPR","turquoise","84109"
"QRICH2","QRICH2","brown","84074"
"R3HDM1","R3HDM1","turquoise","23518"
"RAB13","RAB13","blue","5872"
"RAB15","RAB15","turquoise","376267"
"RAB17","RAB17","black","64284"
"RAB20","RAB20","blue","55647"
"RAB25","RAB25","brown","57111"
"RAB26","RAB26","black","25837"
"RAB27B","RAB27B","turquoise","5874"
"RAB34","RAB34","blue","83871"
"RAB37","RAB37","black","326624"
"RAB39A","RAB39A","red","54734"
"RAB3A","RAB3A","black","5864"
"RAB3B","RAB3B","turquoise","5865"
"RAB3C","RAB3C","turquoise","115827"
"RAB3IL1","RAB3IL1","brown","5866"
"RAB40A","RAB40A","turquoise","142684"
"RAB42","RAB42","green","115273"
"RAB6B","RAB6B","turquoise","51560"
"RAB6C","RAB6C","yellow","84084"
"RAB9B","RAB9B","turquoise","51209"
"RAC2","RAC2","green","5880"
"RAD51AP1","RAD51AP1","turquoise","10635"
"RAD51AP2","RAD51AP2","turquoise","729475"
"RAD54L2","RAD54L2","red","23132"
"RAI14","RAI14","brown","26064"
"RALGDS","RALGDS","brown","5900"
"RALGPS2","RALGPS2","turquoise","55103"
"RALYL","RALYL","turquoise","138046"
"RAMP3","RAMP3","blue","10268"
"RANBP3L","RANBP3L","blue","202151"
"RAP1GAP2","RAP1GAP2","red","23108"
"RAPGEF3","RAPGEF3","brown","10411"
"RARB","RARB","turquoise","5915"
"RARRES1","RARRES1","turquoise","5918"
"RARRES3","RARRES3","green",NA
"RASAL3","RASAL3","green","64926"
"RASD1","RASD1","brown","51655"
"RASD2","RASD2","black","23551"
"RASEF","RASEF","grey","158158"
"RASGRF1","RASGRF1","turquoise","5923"
"RASGRF2","RASGRF2","turquoise","5924"
"RASGRP1","RASGRP1","turquoise","10125"
"RASGRP3","RASGRP3","yellow","25780"
"RASGRP4","RASGRP4","green","115727"
"RASL10A","RASL10A","turquoise","10633"
"RASL10B","RASL10B","brown","91608"
"RASL11B","RASL11B","turquoise","65997"
"RASL12","RASL12","blue","51285"
"RASSF2","RASSF2","yellow","9770"
"RBFOX1","RBFOX1","turquoise","54715"
"RBFOX3","RBFOX3","black","146713"
"RBM11","RBM11","turquoise","54033"
"RBM24","RBM24","turquoise","221662"
"RBM3","RBM3","turquoise","5935"
"RBM44","RBM44","grey","375316"
"RBM47","RBM47","green","54502"
"RBMS2","RBMS2","blue","5939"
"RBP4","RBP4","turquoise","5950"
"RBP5","RBP5","grey","83758"
"RBP7","RBP7","yellow","116362"
"RBPMS","RBPMS","blue","11030"
"RBPMS2","RBPMS2","blue","348093"
"RCAN2","RCAN2","turquoise","10231"
"RCAN3","RCAN3","yellow","11123"
"RCC1","RCC1","brown","1104"
"RCVRN","RCVRN","brown","5957"
"RDH10","RDH10","blue","157506"
"RDH12","RDH12","turquoise","145226"
"RDH16","RDH16","brown","8608"
"RDH5","RDH5","yellow","5959"
"REEP1","REEP1","turquoise","65055"
"REEP3","REEP3","yellow","221035"
"REEP4","REEP4","brown","80346"
"REL","REL","blue","5966"
"RELA","RELA","brown","5970"
"RELL1","RELL1","green","768211"
"RELL2","RELL2","turquoise","285613"
"RELN","RELN","turquoise","5649"
"REM1","REM1","grey","28954"
"RENBP","RENBP","brown","5973"
"REP15","REP15","brown","387849"
"RERG","RERG","grey","85004"
"RERGL","RERGL","grey","79785"
"RESP18","RESP18","grey","389075"
"RET","RET","turquoise","5979"
"RFFL","RFFL","yellow","117584"
"RFK","RFK","turquoise","55312"
"RFPL2","RFPL2","turquoise","10739"
"RFPL3S","RFPL3S","brown","10737"
"RFTN1","RFTN1","turquoise","23180"
"RFTN2","RFTN2","yellow","130132"
"RFX2","RFX2","brown","5990"
"RFX4","RFX4","blue","5992"
"RFX8","RFX8","turquoise","731220"
"RGCC","RGCC","brown","28984"
"RGL3","RGL3","blue","57139"
"RGPD2","RGPD2","grey","729857"
"RGPD3","RGPD3","turquoise","653489"
"RGPD5","RGPD5","turquoise","84220"
"RGPD8","RGPD8","red","727851"
"RGR","RGR","blue","5995"
"RGS1","RGS1","green","5996"
"RGS10","RGS10","green","6001"
"RGS14","RGS14","black","10636"
"RGS16","RGS16","blue","6004"
"RGS18","RGS18","green","64407"
"RGS20","RGS20","blue","8601"
"RGS22","RGS22","grey","26166"
"RGS4","RGS4","turquoise","5999"
"RGS5","RGS5","turquoise","8490"
"RGS6","RGS6","turquoise","9628"
"RGS7","RGS7","turquoise","6000"
"RGS7BP","RGS7BP","turquoise","401190"
"RGS8","RGS8","turquoise","85397"
"RGS9","RGS9","yellow","8787"
"RHBDF1","RHBDF1","blue","64285"
"RHBDF2","RHBDF2","green","79651"
"RHBDL2","RHBDL2","yellow","54933"
"RHCE","RHCE","grey","6006"
"RHCG","RHCG","brown","51458"
"RHD","RHD","grey","6007"
"RHEBL1","RHEBL1","turquoise","121268"
"RHO","RHO","turquoise","6010"
"RHOC","RHOC","blue","389"
"RHOD","RHOD","blue","29984"
"RHOF","RHOF","black","54509"
"RHOG","RHOG","yellow","391"
"RHOJ","RHOJ","blue","57381"
"RHOU","RHOU","yellow","58480"
"RHOV","RHOV","turquoise","171177"
"RHOXF1","RHOXF1","brown","158800"
"RHPN2","RHPN2","blue","85415"
"RIBC1","RIBC1","brown","158787"
"RIBC2","RIBC2","grey","26150"
"RIIAD1","RIIAD1","turquoise","284485"
"RIMBP2","RIMBP2","turquoise","23504"
"RIMKLA","RIMKLA","turquoise","284716"
"RIMS1","RIMS1","turquoise","22999"
"RIMS2","RIMS2","turquoise","9699"
"RIMS3","RIMS3","turquoise","9783"
"RIMS4","RIMS4","black","140730"
"RIN3","RIN3","green","79890"
"RIPK3","RIPK3","green","11035"
"RIT2","RIT2","turquoise","6014"
"RLBP1","RLBP1","blue","6017"
"RLTPR","RLTPR","brown",NA
"RMI2","RMI2","turquoise","116028"
"RNASE1","RNASE1","yellow","6035"
"RNASE2","RNASE2","green","6036"
"RNASE3","RNASE3","blue","6037"
"RNASE6","RNASE6","green","6039"
"RNASET2","RNASET2","green","8635"
"RND1","RND1","turquoise","27289"
"RND3","RND3","turquoise","390"
"RNF122","RNF122","brown","79845"
"RNF125","RNF125","yellow","54941"
"RNF128","RNF128","turquoise","79589"
"RNF135","RNF135","brown","84282"
"RNF150","RNF150","red","57484"
"RNF152","RNF152","blue","220441"
"RNF165","RNF165","turquoise",NA
"RNF169","RNF169","red","254225"
"RNF175","RNF175","turquoise","285533"
"RNF182","RNF182","brown","221687"
"RNF224","RNF224","grey","643596"
"RNF43","RNF43","blue","54894"
"ROBO2","ROBO2","turquoise","6092"
"ROM1","ROM1","brown","6094"
"ROPN1B","ROPN1B","grey","152015"
"ROPN1L","ROPN1L","turquoise","83853"
"ROR1","ROR1","blue","4919"
"ROR2","ROR2","grey","4920"
"RORB","RORB","turquoise","6096"
"ROS1","ROS1","turquoise","6098"
"RP1-130H16","RP1-130H16.18","brown",NA
"RP11-1026M7","RP11-1026M7.2","turquoise",NA
"RP11-1105G2","RP11-1105G2.3","yellow",NA
"RP11-1212A22","RP11-1212A22.2","brown",NA
"RP11-122A3","RP11-122A3.2","blue",NA
"RP11-127I20","RP11-127I20.4","yellow",NA
"RP11-12J10","RP11-12J10.3","yellow",NA
"RP11-146D12","RP11-146D12.2","grey",NA
"RP11-159G9","RP11-159G9.5","red",NA
"RP11-166B2","RP11-166B2.1","brown",NA
"RP11-17M16","RP11-17M16.1","grey",NA
"RP11-247C2","RP11-247C2.2","grey",NA
"RP11-24B21","RP11-24B21.1","grey",NA
"RP11-259P6","RP11-259P6.1","red",NA
"RP11-347C12","RP11-347C12.3","turquoise",NA
"RP11-382J12","RP11-382J12.1","brown",NA
"RP11-383H13","RP11-383H13.1","turquoise",NA
"RP11-419C5","RP11-419C5.2","brown",NA
"RP11-41O4","RP11-41O4.1","yellow",NA
"RP11-422N16","RP11-422N16.3","red",NA
"RP11-433C9","RP11-433C9.2","brown",NA
"RP11-481A20","RP11-481A20.11","turquoise",NA
"RP11-537P22","RP11-537P22.1","yellow",NA
"RP11-553A10","RP11-553A10.1","turquoise",NA
"RP11-571M6","RP11-571M6.6","brown",NA
"RP11-59H1","RP11-59H1.3","brown",NA
"RP11-613M10","RP11-613M10.8","grey",NA
"RP11-664D7","RP11-664D7.4","turquoise",NA
"RP11-719K4","RP11-719K4.1","grey",NA
"RP11-766F14","RP11-766F14.2","turquoise",NA
"RP11-81K2","RP11-81K2.1","brown",NA
"RP11-826N14","RP11-826N14.2","turquoise",NA
"RP11-830F9","RP11-830F9.6","brown",NA
"RP11-831H9","RP11-831H9.16","green",NA
"RP11-89K11","RP11-89K11.1","yellow",NA
"RP13-996F3","RP13-996F3.5","turquoise",NA
"RPE65","RPE65","turquoise","6121"
"RPGRIP1L","RPGRIP1L","turquoise","23322"
"RPH3A","RPH3A","turquoise","22895"
"RPP14","RPP14","red","11102"
"RPRM","RPRM","grey","56475"
"RPRML","RPRML","black","388394"
"RPS28","RPS28","brown","6234"
"RPS6KA1","RPS6KA1","brown","6195"
"RPS6KA6","RPS6KA6","turquoise","27330"
"RPSAP58","RPSAP58","brown",NA
"RRAD","RRAD","brown","6236"
"RRAS","RRAS","blue","6237"
"RRBP1","RRBP1","yellow","6238"
"RREB1","RREB1","blue","6239"
"RRH","RRH","turquoise","10692"
"RSAD2","RSAD2","turquoise","91543"
"RSPH10B","RSPH10B","grey","222967"
"RSPH3","RSPH3","red","83861"
"RSPH4A","RSPH4A","red","345895"
"RSPO2","RSPO2","turquoise","340419"
"RSPO3","RSPO3","turquoise","84870"
"RSPO4","RSPO4","brown","343637"
"RTBDN","RTBDN","black","83546"
"RTEL1","RTEL1","red","51750"
"RTKN","RTKN","yellow","6242"
"RTKN2","RTKN2","turquoise","219790"
"RTN1","RTN1","turquoise","6252"
"RTN2","RTN2","black","6253"
"RTN4R","RTN4R","turquoise","65078"
"RTN4RL1","RTN4RL1","turquoise","146760"
"RTN4RL2","RTN4RL2","black","349667"
"RTP1","RTP1","turquoise","132112"
"RUFY4","RUFY4","brown","285180"
"RUNDC3B","RUNDC3B","turquoise","154661"
"RUNX1","RUNX1","green","861"
"RUNX3","RUNX3","blue","864"
"RXFP1","RXFP1","turquoise","59350"
"RYR3","RYR3","blue","6263"
"S100A10","S100A10","blue","6281"
"S100A11","S100A11","blue","6282"
"S100A14","S100A14","blue","57402"
"S100A2","S100A2","brown","6273"
"S100A4","S100A4","blue","6275"
"S100A8","S100A8","blue","6279"
"S100A9","S100A9","blue","6280"
"S100B","S100B","yellow","6285"
"S1PR1","S1PR1","blue","1901"
"S1PR3","S1PR3","blue","1903"
"S1PR4","S1PR4","brown","8698"
"S1PR5","S1PR5","yellow","53637"
"SALL1","SALL1","yellow","6299"
"SALL3","SALL3","brown","27164"
"SAMD11","SAMD11","brown","148398"
"SAMD14","SAMD14","black","201191"
"SAMD15","SAMD15","turquoise","161394"
"SAMD3","SAMD3","turquoise","154075"
"SAMD5","SAMD5","turquoise","389432"
"SAMD9L","SAMD9L","blue","219285"
"SAMSN1","SAMSN1","green","64092"
"SAPCD1","SAPCD1","brown","401251"
"SARDH","SARDH","grey","1757"
"SASH3","SASH3","green","54440"
"SATB2","SATB2","turquoise","23314"
"SBNO2","SBNO2","green","22904"
"SBSN","SBSN","brown","374897"
"SCAI","SCAI","turquoise","286205"
"SCAMP2","SCAMP2","brown","10066"
"SCAND3","SCAND3","turquoise","114821"
"SCARA3","SCARA3","blue","51435"
"SCARA5","SCARA5","turquoise","286133"
"SCD","SCD","yellow","6319"
"SCG2","SCG2","turquoise","7857"
"SCG3","SCG3","turquoise","29106"
"SCGB3A1","SCGB3A1","grey","92304"
"SCGN","SCGN","grey","10590"
"SCIMP","SCIMP","green","388325"
"SCIN","SCIN","green","85477"
"SCN11A","SCN11A","red","11280"
"SCN1A","SCN1A","turquoise","6323"
"SCN2A","SCN2A","turquoise","6326"
"SCN2B","SCN2B","turquoise","6327"
"SCN3A","SCN3A","turquoise","6328"
"SCN3B","SCN3B","turquoise","55800"
"SCN4B","SCN4B","turquoise","6330"
"SCN5A","SCN5A","turquoise","6331"
"SCN7A","SCN7A","turquoise","6332"
"SCN8A","SCN8A","turquoise","6334"
"SCNN1G","SCNN1G","brown","6340"
"SCRT1","SCRT1","black","83482"
"SCRT2","SCRT2","black","85508"
"SCTR","SCTR","turquoise","6344"
"SCUBE1","SCUBE1","grey","80274"
"SCUBE3","SCUBE3","brown","222663"
"SCXA","SCXA","brown",NA
"SDC1","SDC1","turquoise","6382"
"SDC2","SDC2","blue","6383"
"SDC4","SDC4","brown","6385"
"SDPR","SDPR","blue",NA
"SDR16C5","SDR16C5","turquoise","195814"
"SDR42E2","SDR42E2","brown","100288072"
"SDS","SDS","blue","10993"
"SEC14L4","SEC14L4","brown","284904"
"SEC14L6","SEC14L6","green","730005"
"SEC16B","SEC16B","turquoise","89866"
"SECTM1","SECTM1","blue","6398"
"SEL1L3","SEL1L3","grey","23231"
"SELE","SELE","blue","6401"
"SELL","SELL","green","6402"
"SELPLG","SELPLG","green","6404"
"SELRC1","SELRC1","red",NA
"SEMA3A","SEMA3A","turquoise","10371"
"SEMA3C","SEMA3C","grey","10512"
"SEMA3D","SEMA3D","grey","223117"
"SEMA3E","SEMA3E","turquoise","9723"
"SEMA3F","SEMA3F","blue","6405"
"SEMA3G","SEMA3G","grey","56920"
"SEMA4A","SEMA4A","black","64218"
"SEMA4D","SEMA4D","yellow","10507"
"SEMA6A","SEMA6A","yellow","57556"
"SEMA6B","SEMA6B","black","10501"
"SEPP1","SEPP1","yellow",NA
"SEPT10","SEPT10","yellow",NA
"SEPT12","SEPT12","yellow",NA
"SEPT3","SEPT3","black",NA
"SEPT4","SEPT4","yellow",NA
"SEPT5","SEPT5","black",NA
"SERF1B","SERF1B","turquoise","728492"
"SERHL2","SERHL2","brown","253190"
"SERINC2","SERINC2","green","347735"
"SERINC5","SERINC5","brown","256987"
"SERPINA1","SERPINA1","green","5265"
"SERPINA10","SERPINA10","grey","51156"
"SERPINA3","SERPINA3","green","12"
"SERPINA5","SERPINA5","brown","5104"
"SERPINB1","SERPINB1","green","1992"
"SERPIND1","SERPIND1","blue","3053"
"SERPINE1","SERPINE1","blue","5054"
"SERPINF1","SERPINF1","turquoise","5176"
"SERPINF2","SERPINF2","brown","5345"
"SERPING1","SERPING1","blue","710"
"SERPINH1","SERPINH1","blue","871"
"SERPINI1","SERPINI1","turquoise","5274"
"SERPINI2","SERPINI2","grey","5276"
"SERTAD1","SERTAD1","brown","29950"
"SERTM1","SERTM1","turquoise","400120"
"SETD9","SETD9","yellow","133383"
"SEZ6","SEZ6","turquoise","124925"
"SEZ6L","SEZ6L","turquoise","23544"
"SEZ6L2","SEZ6L2","black","26470"
"SFN","SFN","brown","2810"
"SFR1","SFR1","yellow","119392"
"SFRP1","SFRP1","yellow","6422"
"SFRP2","SFRP2","grey","6423"
"SFRP4","SFRP4","blue","6424"
"SFRP5","SFRP5","black","6425"
"SFT2D2","SFT2D2","green","375035"
"SFTPA2","SFTPA2","red","729238"
"SFTPC","SFTPC","brown","6440"
"SFTPD","SFTPD","turquoise","6441"
"SGCA","SGCA","blue","6442"
"SGCG","SGCG","turquoise","6445"
"SGCZ","SGCZ","grey","137868"
"SGK1","SGK1","yellow","6446"
"SGK2","SGK2","yellow","10110"
"SGK3","SGK3","yellow","23678"
"SGK494","SGK494","red",NA
"SGMS2","SGMS2","yellow","166929"
"SGPP2","SGPP2","red","130367"
"SGTB","SGTB","turquoise","54557"
"SH2B2","SH2B2","brown","10603"
"SH2D1B","SH2D1B","grey","117157"
"SH2D4A","SH2D4A","blue","63898"
"SH2D5","SH2D5","turquoise","400745"
"SH2D6","SH2D6","brown","284948"
"SH2D7","SH2D7","brown","646892"
"SH3BP2","SH3BP2","blue","6452"
"SH3BP4","SH3BP4","yellow","23677"
"SH3BP5","SH3BP5","red","9467"
"SH3D21","SH3D21","red","79729"
"SH3GL2","SH3GL2","turquoise","6456"
"SH3PXD2B","SH3PXD2B","brown","285590"
"SH3RF2","SH3RF2","turquoise","153769"
"SH3TC1","SH3TC1","green","54436"
"SH3TC2","SH3TC2","yellow","79628"
"SHANK1","SHANK1","red","50944"
"SHANK2","SHANK2","turquoise","22941"
"SHB","SHB","yellow","6461"
"SHBG","SHBG","grey","6462"
"SHC3","SHC3","red","53358"
"SHC4","SHC4","yellow","399694"
"SHD","SHD","black","56961"
"SHE","SHE","blue","126669"
"SHH","SHH","turquoise","6469"
"SHISA2","SHISA2","yellow","387914"
"SHISA3","SHISA3","blue","152573"
"SHISA6","SHISA6","red","388336"
"SHISA8","SHISA8","turquoise","440829"
"SHISA9","SHISA9","turquoise","729993"
"SHKBP1","SHKBP1","brown","92799"
"SHROOM1","SHROOM1","yellow","134549"
"SHROOM3","SHROOM3","red","57619"
"SHROOM4","SHROOM4","yellow","57477"
"SIAH3","SIAH3","red","283514"
"SIDT1","SIDT1","turquoise","54847"
"SIGLEC1","SIGLEC1","green","6614"
"SIGLEC10","SIGLEC10","green","89790"
"SIGLEC11","SIGLEC11","green","114132"
"SIGLEC14","SIGLEC14","green","100049587"
"SIGLEC8","SIGLEC8","green","27181"
"SIGLEC9","SIGLEC9","green","27180"
"SIK1","SIK1","blue","150094"
"SIPA1","SIPA1","brown","6494"
"SIRPB1","SIRPB1","red","10326"
"SIRPB2","SIRPB2","green","284759"
"SIX1","SIX1","blue","6495"
"SIX3","SIX3","blue","6496"
"SIX4","SIX4","blue","51804"
"SIX5","SIX5","blue","147912"
"SKA3","SKA3","grey","221150"
"SLA","SLA","green","6503"
"SLA2","SLA2","brown","84174"
"SLAIN1","SLAIN1","yellow","122060"
"SLAMF8","SLAMF8","green","56833"
"SLC10A4","SLC10A4","turquoise","201780"
"SLC10A5","SLC10A5","turquoise","347051"
"SLC11A1","SLC11A1","green","6556"
"SLC12A1","SLC12A1","turquoise","6557"
"SLC12A2","SLC12A2","yellow","6558"
"SLC12A5","SLC12A5","turquoise","57468"
"SLC12A6","SLC12A6","red","9990"
"SLC12A7","SLC12A7","blue","10723"
"SLC12A8","SLC12A8","turquoise","84561"
"SLC13A4","SLC13A4","blue","26266"
"SLC13A5","SLC13A5","brown","284111"
"SLC14A1","SLC14A1","brown","6563"
"SLC15A3","SLC15A3","green","51296"
"SLC15A5","SLC15A5","grey","729025"
"SLC16A1","SLC16A1","grey","6566"
"SLC16A10","SLC16A10","turquoise","117247"
"SLC16A12","SLC16A12","blue","387700"
"SLC16A13","SLC16A13","brown","201232"
"SLC16A14","SLC16A14","turquoise","151473"
"SLC16A3","SLC16A3","green","9123"
"SLC16A5","SLC16A5","green","9121"
"SLC16A6","SLC16A6","turquoise","9120"
"SLC16A7","SLC16A7","turquoise","9194"
"SLC16A8","SLC16A8","yellow","23539"
"SLC16A9","SLC16A9","brown","220963"
"SLC17A6","SLC17A6","turquoise","57084"
"SLC17A7","SLC17A7","black","57030"
"SLC17A8","SLC17A8","turquoise","246213"
"SLC17A9","SLC17A9","green","63910"
"SLC19A3","SLC19A3","blue","80704"
"SLC1A2","SLC1A2","grey","6506"
"SLC1A3","SLC1A3","blue","6507"
"SLC1A5","SLC1A5","green","6510"
"SLC1A6","SLC1A6","turquoise","6511"
"SLC1A7","SLC1A7","blue","6512"
"SLC22A10","SLC22A10","turquoise","387775"
"SLC22A3","SLC22A3","blue","6581"
"SLC22A6","SLC22A6","red","9356"
"SLC22A9","SLC22A9","black","114571"
"SLC23A1","SLC23A1","grey","9963"
"SLC23A3","SLC23A3","brown","151295"
"SLC24A2","SLC24A2","yellow","25769"
"SLC24A5","SLC24A5","turquoise","283652"
"SLC25A13","SLC25A13","yellow","10165"
"SLC25A18","SLC25A18","brown","83733"
"SLC25A22","SLC25A22","black","79751"
"SLC25A41","SLC25A41","brown","284427"
"SLC25A48","SLC25A48","brown","153328"
"SLC26A10","SLC26A10","black",NA
"SLC26A2","SLC26A2","blue","1836"
"SLC26A4","SLC26A4","turquoise","5172"
"SLC26A6","SLC26A6","brown","65010"
"SLC26A7","SLC26A7","brown","115111"
"SLC26A8","SLC26A8","black","116369"
"SLC26A9","SLC26A9","yellow","115019"
"SLC27A2","SLC27A2","turquoise","11001"
"SLC29A4","SLC29A4","brown","222962"
"SLC2A10","SLC2A10","blue","81031"
"SLC2A13","SLC2A13","turquoise","114134"
"SLC2A3","SLC2A3","grey","6515"
"SLC2A4","SLC2A4","blue","6517"
"SLC2A5","SLC2A5","green","6518"
"SLC2A9","SLC2A9","green","56606"
"SLC30A3","SLC30A3","turquoise","7781"
"SLC31A2","SLC31A2","yellow","1318"
