"Gene_clean","Gene_original","Module","ENTREZID"
"DQX1","DQX1","brown","165545"
"DRC1","DRC1","grey","92749"
"DRD1","DRD1","turquoise","1812"
"DRD2","DRD2","brown","1813"
"DRD4","DRD4","brown","1815"
"DRD5","DRD5","turquoise","1816"
"DRGX","DRGX","turquoise","644168"
"DRP2","DRP2","turquoise","1821"
"DSC1","DSC1","turquoise","1823"
"DSC2","DSC2","blue","1824"
"DSCC1","DSCC1","turquoise","79075"
"DSG2","DSG2","grey","1829"
"DSP","DSP","blue","1832"
"DTX3L","DTX3L","blue","151636"
"DUOX1","DUOX1","yellow","53905"
"DUOX2","DUOX2","brown","50506"
"DUOXA1","DUOXA1","yellow","90527"
"DUSP1","DUSP1","blue","1843"
"DUSP10","DUSP10","yellow","11221"
"DUSP2","DUSP2","turquoise","1844"
"DUSP27","DUSP27","turquoise",NA
"DUSP4","DUSP4","turquoise","1846"
"DUSP5","DUSP5","blue","1847"
"DUSP6","DUSP6","turquoise","1848"
"DUSP9","DUSP9","brown","1852"
"DYDC2","DYDC2","turquoise","84332"
"DYNC1I1","DYNC1I1","turquoise","1780"
"DYNLT3","DYNLT3","turquoise","6990"
"DYSF","DYSF","yellow","8291"
"DYX1C1","DYX1C1","grey",NA
"EBF1","EBF1","blue","1879"
"EBF4","EBF4","brown","57593"
"EBI3","EBI3","green","10148"
"EBLN2","EBLN2","yellow","55096"
"ECEL1","ECEL1","grey","9427"
"ECHDC3","ECHDC3","blue","79746"
"ECM2","ECM2","blue","1842"
"ECSCR","ECSCR","blue","641700"
"ECT2L","ECT2L","brown","345930"
"EDA","EDA","brown","1896"
"EDA2R","EDA2R","brown","60401"
"EDIL3","EDIL3","yellow","10085"
"EDN1","EDN1","blue","1906"
"EDN3","EDN3","turquoise","1908"
"EDNRA","EDNRA","blue","1909"
"EDNRB","EDNRB","grey","1910"
"EEF1A2","EEF1A2","black","1917"
"EEF1G","EEF1G","brown","1937"
"EFCAB1","EFCAB1","turquoise",NA
"EFCAB6","EFCAB6","turquoise","64800"
"EFEMP1","EFEMP1","blue","2202"
"EFHB","EFHB","grey","151651"
"EFHD1","EFHD1","yellow","80303"
"EFHD2","EFHD2","black","79180"
"EFNA1","EFNA1","brown","1942"
"EFNA4","EFNA4","brown","1945"
"EFNA5","EFNA5","turquoise","1946"
"EFNB3","EFNB3","turquoise","1949"
"EFR3B","EFR3B","red","22979"
"EFS","EFS","yellow","10278"
"EGF","EGF","grey","1950"
"EGFL6","EGFL6","turquoise","25975"
"EGFLAM","EGFLAM","blue","133584"
"EGFR","EGFR","blue","1956"
"EGR1","EGR1","turquoise","1958"
"EGR2","EGR2","turquoise","1959"
"EGR3","EGR3","turquoise","1960"
"EGR4","EGR4","turquoise","1961"
"EHD2","EHD2","blue","30846"
"EHF","EHF","red","26298"
"EIF3CL","EIF3CL","turquoise","728689"
"EIF4E1B","EIF4E1B","black","253314"
"EIF4EBP1","EIF4EBP1","blue","1978"
"EIF5AL1","EIF5AL1","grey","143244"
"ELANE","ELANE","grey","1991"
"ELAVL2","ELAVL2","turquoise","1993"
"ELAVL4","ELAVL4","turquoise","1996"
"ELF4","ELF4","green","2000"
"ELFN2","ELFN2","black","114794"
"ELK1","ELK1","brown","2002"
"ELL3","ELL3","brown","80237"
"ELMOD1","ELMOD1","turquoise","55531"
"ELN","ELN","brown","2006"
"ELOVL1","ELOVL1","yellow","64834"
"ELOVL3","ELOVL3","brown","83401"
"ELOVL4","ELOVL4","turquoise","6785"
"ELOVL7","ELOVL7","blue","79993"
"ELTD1","ELTD1","blue",NA
"EMB","EMB","turquoise","133418"
"EMCN","EMCN","blue","51705"
"EME1","EME1","yellow","146956"
"EMILIN1","EMILIN1","blue","11117"
"EMILIN2","EMILIN2","blue","84034"
"EMILIN3","EMILIN3","turquoise","90187"
"EML3","EML3","brown","256364"
"EMP1","EMP1","blue","2012"
"EMP2","EMP2","blue","2013"
"EMP3","EMP3","blue","2014"
"EMR2","EMR2","green",NA
"EMX1","EMX1","black","2016"
"EMX2","EMX2","blue","2018"
"EN2","EN2","yellow","2020"
"ENC1","ENC1","turquoise","8507"
"ENG","ENG","blue","2022"
"ENO4","ENO4","yellow","387712"
"ENOSF1","ENOSF1","yellow","55556"
"ENPEP","ENPEP","blue","2028"
"ENPP2","ENPP2","yellow","5168"
"ENPP6","ENPP6","yellow","133121"
"ENTPD2","ENTPD2","green","954"
"ENTPD3","ENTPD3","turquoise","956"
"EPAS1","EPAS1","blue","2034"
"EPB41L4B","EPB41L4B","turquoise","54566"
"EPB49","EPB49","black",NA
"EPCAM","EPCAM","turquoise","4072"
"EPDR1","EPDR1","turquoise","54749"
"EPHA2","EPHA2","blue","1969"
"EPHA3","EPHA3","turquoise","2042"
"EPHA4","EPHA4","turquoise","2043"
"EPHA5","EPHA5","turquoise","2044"
"EPHA6","EPHA6","turquoise","285220"
"EPHA7","EPHA7","turquoise","2045"
"EPHA8","EPHA8","black","2046"
"EPHB4","EPHB4","brown","2050"
"EPHB6","EPHB6","black","2051"
"EPHX1","EPHX1","brown","2052"
"EPHX4","EPHX4","turquoise","253152"
"EPN3","EPN3","black","55040"
"EPPK1","EPPK1","green","83481"
"EPS8L1","EPS8L1","brown","54869"
"EPSTI1","EPSTI1","blue","94240"
"ERAP2","ERAP2","grey","64167"
"ERAS","ERAS","brown","3266"
"ERBB2","ERBB2","blue","2064"
"ERBB2IP","ERBB2IP","yellow",NA
"ERBB3","ERBB3","yellow","2065"
"ERC2","ERC2","turquoise","26059"
"ERG","ERG","blue","2078"
"ERMN","ERMN","yellow","57471"
"ERN1","ERN1","red","2081"
"ERV3-1","ERV3-1","red","2086"
"ERVMER34-1","ERVMER34-1","grey","100288413"
"ERVW-1","ERVW-1","grey","30816"
"ESAM","ESAM","blue","90952"
"ESPN","ESPN","brown","83715"
"ESR1","ESR1","red","2099"
"ESR2","ESR2","red","2100"
"ESRP1","ESRP1","turquoise","54845"
"ESRP2","ESRP2","brown","80004"
"ESRRB","ESRRB","green","2103"
"ESRRG","ESRRG","turquoise","2104"
"ESYT3","ESYT3","brown","83850"
"ETV1","ETV1","turquoise","2115"
"ETV2","ETV2","brown","2116"
"ETV4","ETV4","brown","2118"
"ETV7","ETV7","blue","51513"
"EVA1B","EVA1B","brown","55194"
"EVC","EVC","blue","2121"
"EVC2","EVC2","blue","132884"
"EVI2A","EVI2A","yellow","2123"
"EVI2B","EVI2B","yellow","2124"
"EVPL","EVPL","black","2125"
"EXD1","EXD1","grey","161829"
"EXO1","EXO1","turquoise","9156"
"EXTL1","EXTL1","turquoise","2134"
"EYA1","EYA1","blue","2138"
"EYA2","EYA2","blue","2139"
"EYA4","EYA4","turquoise","2070"
"EZR","EZR","brown","7430"
"F11","F11","grey","2160"
"F11R","F11R","blue","50848"
"F12","F12","black","2161"
"F13A1","F13A1","blue","2162"
"F2RL1","F2RL1","grey","2150"
"F3","F3","blue","2152"
"F5","F5","grey","2153"
"F7","F7","turquoise","2155"
"FA2H","FA2H","yellow","79152"
"FABP1","FABP1","red","2168"
"FADS6","FADS6","turquoise","283985"
"FAM102B","FAM102B","turquoise",NA
"FAM107A","FAM107A","blue","11170"
"FAM107B","FAM107B","yellow","83641"
"FAM110D","FAM110D","blue","79927"
"FAM114A1","FAM114A1","brown","92689"
"FAM115C","FAM115C","blue",NA
"FAM118A","FAM118A","brown","55007"
"FAM124A","FAM124A","yellow","220108"
"FAM124B","FAM124B","blue","79843"
"FAM126B","FAM126B","turquoise",NA
"FAM129A","FAM129A","blue",NA
"FAM129B","FAM129B","blue",NA
"FAM129C","FAM129C","brown",NA
"FAM132A","FAM132A","brown",NA
"FAM132B","FAM132B","turquoise",NA
"FAM135B","FAM135B","turquoise","51059"
"FAM150B","FAM150B","turquoise",NA
"FAM151A","FAM151A","brown","338094"
"FAM153A","FAM153A","turquoise","285596"
"FAM153B","FAM153B","turquoise","202134"
"FAM153C","FAM153C","grey",NA
"FAM155A","FAM155A","red",NA
"FAM160A1","FAM160A1","turquoise",NA
"FAM162B","FAM162B","turquoise","221303"
"FAM163A","FAM163A","turquoise","148753"
"FAM163B","FAM163B","black","642968"
"FAM166B","FAM166B","brown",NA
"FAM167B","FAM167B","brown","84734"
"FAM171A2","FAM171A2","black","284069"
"FAM177B","FAM177B","green","400823"
"FAM178B","FAM178B","yellow","51252"
"FAM179A","FAM179A","brown",NA
"FAM180B","FAM180B","turquoise","399888"
"FAM181A","FAM181A","brown","90050"
"FAM181B","FAM181B","brown","220382"
"FAM186A","FAM186A","brown","121006"
"FAM189A1","FAM189A1","black",NA
"FAM189A2","FAM189A2","brown",NA
"FAM194B","FAM194B","red",NA
"FAM196B","FAM196B","red",NA
"FAM19A1","FAM19A1","turquoise",NA
"FAM19A2","FAM19A2","turquoise",NA
"FAM19A3","FAM19A3","black",NA
"FAM20A","FAM20A","blue","54757"
"FAM21A","FAM21A","grey",NA
"FAM21B","FAM21B","grey",NA
"FAM222A","FAM222A","yellow","84915"
"FAM229A","FAM229A","brown","100128071"
"FAM26E","FAM26E","blue",NA
"FAM27A","FAM27A","grey",NA
"FAM27E2","FAM27E2","grey","100289124"
"FAM27E3","FAM27E3","blue","100131997"
"FAM3C","FAM3C","turquoise","10447"
"FAM43B","FAM43B","brown","163933"
"FAM46A","FAM46A","blue",NA
"FAM46B","FAM46B","blue",NA
"FAM46C","FAM46C","blue",NA
"FAM47E-STBD1","FAM47E-STBD1","turquoise","100631383"
"FAM49A","FAM49A","turquoise",NA
"FAM53A","FAM53A","yellow","152877"
"FAM53B","FAM53B","yellow","9679"
"FAM57B","FAM57B","black",NA
"FAM60A","FAM60A","blue",NA
"FAM63A","FAM63A","yellow",NA
"FAM65B","FAM65B","turquoise",NA
"FAM65C","FAM65C","blue",NA
"FAM71F2","FAM71F2","brown",NA
"FAM72D","FAM72D","turquoise","728833"
"FAM73A","FAM73A","turquoise",NA
"FAM78B","FAM78B","red","149297"
"FAM81A","FAM81A","turquoise","145773"
"FAM83D","FAM83D","grey","81610"
"FAM83G","FAM83G","blue","644815"
"FAM84A","FAM84A","turquoise",NA
"FAM84B","FAM84B","yellow",NA
"FAM89A","FAM89A","blue","375061"
"FANCB","FANCB","yellow","2187"
"FAS","FAS","blue","355"
"FAT3","FAT3","turquoise","120114"
"FAT4","FAT4","yellow","79633"
"FATE1","FATE1","brown","89885"
"FAXC","FAXC","turquoise","84553"
"FAXDC2","FAXDC2","yellow","10826"
"FBLIM1","FBLIM1","blue","54751"
"FBLL1","FBLL1","black","345630"
"FBLN1","FBLN1","blue","2192"
"FBLN2","FBLN2","blue","2199"
"FBLN5","FBLN5","blue","10516"
"FBLN7","FBLN7","turquoise","129804"
"FBN2","FBN2","grey","2201"
"FBP1","FBP1","green","2203"
"FBXL13","FBXL13","red","222235"
"FBXL16","FBXL16","black","146330"
"FBXL18","FBXL18","red","80028"
"FBXL2","FBXL2","turquoise","25827"
"FBXL22","FBXL22","turquoise","283807"
"FBXL7","FBXL7","brown","23194"
"FBXO16","FBXO16","turquoise","157574"
"FBXO24","FBXO24","yellow","26261"
"FBXO40","FBXO40","turquoise","51725"
"FBXO41","FBXO41","black","150726"
"FBXW4","FBXW4","brown","6468"
"FBXW7","FBXW7","turquoise","55294"
"FCER1G","FCER1G","green","2207"
"FCGBP","FCGBP","green","8857"
"FCGR1A","FCGR1A","green","2209"
"FCGR1B","FCGR1B","green",NA
"FCGR2A","FCGR2A","green","2212"
"FCGR2B","FCGR2B","green","2213"
"FCGR3A","FCGR3A","green","2214"
"FCGRT","FCGRT","green","2217"
"FCHO1","FCHO1","yellow","23149"
"FCRLA","FCRLA","yellow","84824"
"FEM1A","FEM1A","red","55527"
"FERMT1","FERMT1","grey","55612"
"FERMT3","FERMT3","green","83706"
"FES","FES","blue","2242"
"FEZF2","FEZF2","grey","55079"
"FFAR1","FFAR1","yellow","2864"
"FFAR4","FFAR4","turquoise","338557"
"FGD2","FGD2","green","221472"
"FGF1","FGF1","yellow","2246"
"FGF10","FGF10","turquoise","2255"
"FGF11","FGF11","blue","2256"
"FGF12","FGF12","turquoise","2257"
"FGF13","FGF13","turquoise","2258"
"FGF14","FGF14","turquoise","2259"
"FGF17","FGF17","brown","8822"
"FGF18","FGF18","grey","8817"
"FGF2","FGF2","blue","2247"
"FGF20","FGF20","grey","26281"
"FGF5","FGF5","turquoise","2250"
"FGF7","FGF7","turquoise","2252"
"FGF8","FGF8","grey","2253"
"FGF9","FGF9","turquoise","2254"
"FGFR2","FGFR2","yellow","2263"
"FGFR3","FGFR3","brown","2261"
"FGFR4","FGFR4","brown","2264"
"FGFRL1","FGFRL1","blue","53834"
"FGL1","FGL1","blue","2267"
"FGL2","FGL2","blue","10875"
"FGR","FGR","blue","2268"
"FHAD1","FHAD1","turquoise","114827"
"FHL2","FHL2","turquoise","2274"
"FHL5","FHL5","blue","9457"
"FIBCD1","FIBCD1","yellow","84929"
"FILIP1","FILIP1","turquoise","27145"
"FILIP1L","FILIP1L","red","11259"
"FITM1","FITM1","brown","161247"
"FKBP10","FKBP10","blue","60681"
"FKBP1B","FKBP1B","turquoise","2281"
"FKBP5","FKBP5","brown","2289"
"FLCN","FLCN.1","brown","201163"
"FLG","FLG","red","2312"
"FLI1","FLI1","blue","2313"
"FLJ00418","FLJ00418","brown",NA
"FLJ22184","FLJ22184","black",NA
"FLJ27365","FLJ27365","brown",NA
"FLNA","FLNA","blue","2316"
"FLNC","FLNC","yellow","2318"
"FLRT2","FLRT2","turquoise","23768"
"FLRT3","FLRT3","turquoise","23767"
"FLT1","FLT1","blue","2321"
"FLT3","FLT3","turquoise","2322"
"FLT3LG","FLT3LG","brown","2323"
"FLT4","FLT4","blue","2324"
"FLVCR2","FLVCR2","blue","55640"
"FMN1","FMN1","turquoise","342184"
"FMO2","FMO2","blue","2327"
"FMO3","FMO3","blue","2328"
"FMO4","FMO4","yellow","2329"
"FMOD","FMOD","blue","2331"
"FN1","FN1","blue","2335"
"FNDC5","FNDC5","turquoise","252995"
"FNDC9","FNDC9","turquoise","408263"
"FOLH1","FOLH1","yellow","2346"
"FOLR1","FOLR1","blue","2348"
"FOLR2","FOLR2","green","2350"
"FOS","FOS","blue","2353"
"FOSB","FOSB","turquoise","2354"
"FOSL1","FOSL1","blue","8061"
"FOSL2","FOSL2","blue","2355"
"FOXC1","FOXC1","blue","2296"
"FOXC2","FOXC2","blue","2303"
"FOXD4","FOXD4","brown","2298"
"FOXD4L1","FOXD4L1","brown","200350"
"FOXD4L6","FOXD4L6","grey","653404"
"FOXF1","FOXF1","blue","2294"
"FOXJ1","FOXJ1","brown","2302"
"FOXL1","FOXL1","blue","2300"
"FOXL2","FOXL2","blue","668"
"FOXN2","FOXN2","yellow","3344"
"FOXN4","FOXN4","brown","121643"
"FOXO4","FOXO4","brown","4303"
"FOXO6","FOXO6","brown","100132074"
"FOXP2","FOXP2","turquoise","93986"
"FOXP3","FOXP3","grey","50943"
"FOXS1","FOXS1","grey","2307"
"FPR1","FPR1","green","2357"
"FPR3","FPR3","green","2359"
"FRAS1","FRAS1","turquoise","80144"
"FREM1","FREM1","turquoise","158326"
"FREM2","FREM2","grey","341640"
"FREM3","FREM3","turquoise","166752"
"FRK","FRK","yellow","2444"
"FRMD4B","FRMD4B","yellow","23150"
"FRMPD2","FRMPD2","turquoise","143162"
"FRMPD4","FRMPD4","turquoise","9758"
"FRRS1L","FRRS1L","turquoise","23732"
"FRYL","FRYL","yellow","285527"
"FRZB","FRZB","grey","2487"
"FSCN2","FSCN2","black","25794"
"FSIP1","FSIP1","turquoise","161835"
"FSIP2","FSIP2","grey","401024"
"FST","FST","turquoise","10468"
"FSTL1","FSTL1","blue","11167"
"FSTL4","FSTL4","turquoise","23105"
"FSTL5","FSTL5","turquoise","56884"
"FTCD","FTCD","brown","10841"
"FTO","FTO","red","79068"
"FUT1","FUT1","brown","2523"
"FUT7","FUT7","brown","2529"
"FUT9","FUT9","turquoise","10690"
"FXYD3","FXYD3","brown","5349"
"FXYD4","FXYD4","yellow","53828"
"FXYD5","FXYD5","blue","53827"
"FXYD7","FXYD7","brown","53822"
"FYB","FYB","green",NA
"FZD10","FZD10","blue","11211"
"FZD2","FZD2","blue","2535"
"FZD3","FZD3","turquoise","7976"
"FZD5","FZD5","yellow","7855"
"FZD7","FZD7","blue","8324"
"FZD8","FZD8","brown","8325"
"FZD9","FZD9","brown","8326"
"G0S2","G0S2","brown","50486"
"G3BP2","G3BP2","turquoise","9908"
"GAB1","GAB1","yellow","2549"
"GAB2","GAB2","yellow","9846"
"GAB3","GAB3","green","139716"
"GABBR2","GABBR2","turquoise","9568"
"GABRA1","GABRA1","turquoise","2554"
"GABRA2","GABRA2","turquoise","2555"
"GABRA3","GABRA3","turquoise","2556"
"GABRA4","GABRA4","turquoise","2557"
"GABRA5","GABRA5","turquoise","2558"
"GABRA6","GABRA6","turquoise","2559"
"GABRB1","GABRB1","red","2560"
"GABRB2","GABRB2","turquoise","2561"
"GABRB3","GABRB3","turquoise","2562"
"GABRD","GABRD","black","2563"
"GABRE","GABRE","blue","2564"
"GABRG1","GABRG1","blue","2565"
"GABRG2","GABRG2","turquoise","2566"
"GABRG3","GABRG3","turquoise","2567"
"GABRQ","GABRQ","red","55879"
"GAD1","GAD1","turquoise","2571"
"GAD2","GAD2","turquoise","2572"
"GADD45A","GADD45A","blue","1647"
"GADD45B","GADD45B","blue","4616"
"GADD45G","GADD45G","brown","10912"
"GAL","GAL","grey","51083"
"GAL3ST1","GAL3ST1","yellow","9514"
"GAL3ST2","GAL3ST2","red","64090"
"GAL3ST3","GAL3ST3","black","89792"
"GALNT14","GALNT14","turquoise","79623"
"GALNT15","GALNT15","green","117248"
"GALNT16","GALNT16","black","57452"
"GALNT6","GALNT6","yellow","11226"
"GALNT8","GALNT8","yellow","26290"
"GALNT9","GALNT9","black","50614"
"GALNTL5","GALNTL5","turquoise","168391"
"GALNTL6","GALNTL6","turquoise","442117"
"GAP43","GAP43","turquoise","2596"
"GAPT","GAPT","green","202309"
"GAREML","GAREML","brown",NA
"GAS1","GAS1","brown","2619"
"GAS2L2","GAS2L2","brown","246176"
"GAS2L3","GAS2L3","grey","283431"
"GATA2","GATA2","blue","2624"
"GATSL3","GATSL3","brown",NA
"GBP1","GBP1","blue","2633"
"GBP2","GBP2","blue","2634"
"GBP3","GBP3","blue","2635"
"GBP4","GBP4","blue","115361"
"GBP5","GBP5","blue","115362"
"GCKR","GCKR","black","2646"
"GCNT4","GCNT4","red","51301"
"GDA","GDA","turquoise","9615"
"GDAP1","GDAP1","turquoise","54332"
"GDAP1L1","GDAP1L1","black","78997"
"GDF15","GDF15","blue","9518"
"GDF7","GDF7","red","151449"
"GDNF","GDNF","yellow","2668"
"GDPD2","GDPD2","blue","54857"
"GDPD3","GDPD3","brown","79153"
"GEM","GEM","blue","2669"
"GFAP","GFAP","green","2670"
"GFOD1","GFOD1","turquoise","54438"
"GFRA2","GFRA2","turquoise","2675"
"GGNBP1","GGNBP1","turquoise","449520"
"GGT5","GGT5","blue","2687"
"GHRHR","GHRHR","blue","2692"
"GHRL","GHRL","brown","51738"
"GIMAP2","GIMAP2","blue","26157"
"GIMAP5","GIMAP5","blue","55340"
"GIMAP7","GIMAP7","blue","168537"
"GIMAP8","GIMAP8","blue","155038"
"GINS4","GINS4","yellow","84296"
"GIPC2","GIPC2","grey","54810"
"GIPC3","GIPC3","green","126326"
"GIPR","GIPR","yellow","2696"
"GJA1","GJA1","blue","2697"
"GJA4","GJA4","blue","2701"
"GJA5","GJA5","blue","2702"
"GJB1","GJB1","yellow","2705"
"GJB2","GJB2","blue","2706"
"GJB3","GJB3","black","2707"
"GJB5","GJB5","black","2709"
"GJB6","GJB6","blue","10804"
"GJC2","GJC2","yellow","57165"
"GJC3","GJC3","yellow","349149"
"GJD2","GJD2","turquoise","57369"
"GJD4","GJD4","turquoise","219770"
"GLB1L3","GLB1L3","turquoise","112937"
"GLDN","GLDN","yellow","342035"
"GLI1","GLI1","brown","2735"
"GLI2","GLI2","blue","2736"
"GLI3","GLI3","brown","2737"
"GLIPR1L2","GLIPR1L2","yellow","144321"
"GLIPR2","GLIPR2","yellow","152007"
"GLIS1","GLIS1","brown","148979"
"GLIS3","GLIS3","blue","169792"
"GLP2R","GLP2R","turquoise","9340"
"GLRA2","GLRA2","turquoise","2742"
"GLRA3","GLRA3","turquoise","8001"
"GLRB","GLRB","turquoise","2743"
"GLS2","GLS2","black","27165"
"GLT1D1","GLT1D1","turquoise","144423"
"GLTP","GLTP","yellow","51228"
"GLUD2","GLUD2","turquoise","2747"
"GLYATL2","GLYATL2","turquoise","219970"
"GMNC","GMNC","grey","647309"
"GMPR","GMPR","green","2766"
"GNA14","GNA14","blue","9630"
"GNB3","GNB3","brown","2784"
"GNB4","GNB4","red","59345"
"GNB5","GNB5","turquoise","10681"
"GNG11","GNG11","blue","2791"
"GNG13","GNG13","black","51764"
"GNG2","GNG2","turquoise","54331"
"GNG3","GNG3","black","2785"
"GNG4","GNG4","turquoise","2786"
"GNG8","GNG8","yellow","94235"
"GNGT2","GNGT2","green","2793"
"GNL3L","GNL3L","green","54552"
"GNLY","GNLY","green","10578"
"GNRH2","GNRH2","brown","2797"
"GNRHR","GNRHR","turquoise","2798"
"GOLGA6L9","GOLGA6L9","grey","440295"
"GOLGA7B","GOLGA7B.1","brown","401647"
"GOLGA8B","GOLGA8B","turquoise","440270"
"GOLGA8H","GOLGA8H","red","728498"
"GOLGA8M","GOLGA8M","red","653720"
"GOLGA8N","GOLGA8N","grey","643699"
"GOLGA8R","GOLGA8R","grey","101059918"
"GOLT1A","GOLT1A","turquoise","127845"
"GOT1","GOT1","turquoise","2805"
"GP6","GP6","brown","51206"
"GPC2","GPC2","brown","221914"
"GPC3","GPC3","grey","2719"
"GPC5","GPC5","blue","2262"
"GPC6","GPC6","turquoise","10082"
"GPCPD1","GPCPD1","turquoise","56261"
"GPD1","GPD1","turquoise","2819"
"GPER","GPER","blue",NA
"GPIHBP1","GPIHBP1","yellow","338328"
"GPLD1","GPLD1","red","2822"
"GPM6A","GPM6A","turquoise","2823"
"GPNMB","GPNMB","blue","10457"
"GPR114","GPR114","green",NA
"GPR12","GPR12","turquoise","2835"
"GPR123","GPR123","black",NA
"GPR126","GPR126","blue",NA
"GPR143","GPR143","brown","4935"
"GPR146","GPR146","green","115330"
"GPR150","GPR150","turquoise","285601"
"GPR151","GPR151","turquoise","134391"
"GPR153","GPR153","brown","387509"
"GPR158","GPR158","turquoise","57512"
"GPR160","GPR160","green","26996"
"GPR162","GPR162","black","27239"
"GPR17","GPR17","yellow","2840"
"GPR176","GPR176","turquoise","11245"
"GPR179","GPR179","red","440435"
"GPR183","GPR183","green","1880"
"GPR21","GPR21","turquoise","2844"
"GPR22","GPR22","turquoise","2845"
"GPR26","GPR26","turquoise","2849"
"GPR3","GPR3","turquoise","2827"
"GPR34","GPR34","green","2857"
"GPR35","GPR35","brown","2859"
"GPR37","GPR37","yellow","2861"
"GPR37L1","GPR37L1","brown","9283"
"GPR4","GPR4","blue","2828"
"GPR45","GPR45","red","11250"
"GPR52","GPR52","turquoise","9293"
"GPR55","GPR55","brown","9290"
"GPR56","GPR56","brown",NA
"GPR6","GPR6","grey","2830"
"GPR61","GPR61","turquoise","83873"
"GPR62","GPR62","yellow","118442"
"GPR63","GPR63","red","81491"
"GPR65","GPR65","green","8477"
"GPR68","GPR68","turquoise","8111"
"GPR75","GPR75","red","10936"
"GPR83","GPR83","turquoise","10888"
"GPR84","GPR84","green","53831"
"GPR88","GPR88","turquoise","54112"
"GPR89B","GPR89B","red","51463"
"GPR98","GPR98","blue",NA
"GPRASP1","GPRASP1","turquoise","9737"
"GPRASP2","GPRASP2","turquoise","114928"
"GPRC5A","GPRC5A","blue","9052"
"GPRC5B","GPRC5B","yellow","51704"
"GPRC5C","GPRC5C","blue","55890"
"GPRIN1","GPRIN1","black","114787"
"GPRIN2","GPRIN2","turquoise","9721"
"GPRIN3","GPRIN3","red","285513"
"GPSM3","GPSM3","green","63940"
"GPX3","GPX3","grey","2878"
"GPX8","GPX8","blue","493869"
"GRAMD1B","GRAMD1B","black","57476"
"GRAMD1C","GRAMD1C","blue","54762"
"GRAMD2","GRAMD2","blue",NA
"GRAP","GRAP","blue","10750"
"GRB14","GRB14","turquoise","2888"
"GRB7","GRB7","black","2886"
"GREB1L","GREB1L","red","80000"
"GREM1","GREM1","yellow","26585"
"GREM2","GREM2","turquoise","64388"
"GRHL1","GRHL1","turquoise","29841"
"GRHL2","GRHL2","grey","79977"
"GRIA1","GRIA1","turquoise","2890"
"GRIA2","GRIA2","turquoise","2891"
"GRIA3","GRIA3","turquoise","2892"
"GRID2IP","GRID2IP","red","392862"
"GRIK1","GRIK1","turquoise","2897"
"GRIK2","GRIK2","turquoise","2898"
"GRIK3","GRIK3","turquoise","2899"
"GRIN1","GRIN1","black","2902"
"GRIN2A","GRIN2A","turquoise","2903"
"GRIN2B","GRIN2B","turquoise","2904"
"GRIN2C","GRIN2C","brown","2905"
"GRIN2D","GRIN2D","black","2906"
"GRIN3A","GRIN3A","turquoise","116443"
"GRIP1","GRIP1","turquoise","23426"
"GRM1","GRM1","turquoise","2911"
"GRM2","GRM2","turquoise","2912"
"GRM4","GRM4","black","2914"
"GRM5","GRM5","red","2915"
"GRM7","GRM7","turquoise","2917"
"GRM8","GRM8","turquoise","2918"
"GRP","GRP","turquoise","2922"
"GRTP1","GRTP1","blue","79774"
"GSDMD","GSDMD","blue","79792"
"GSG1","GSG1","grey","83445"
"GSN","GSN","yellow","2934"
"GSTM1","GSTM1","grey","2944"
"GSTM5","GSTM5","blue","2949"
"GSTT1","GSTT1","grey","2952"
"GSTT2","GSTT2","grey","2953"
"GSTT2B","GSTT2B","grey","653689"
"GSX2","GSX2","grey","170825"
"GTF2H2","GTF2H2","grey","2966"
"GTSE1","GTSE1","green","51512"
"GUCA1A","GUCA1A","turquoise","2978"
"GUCA1B","GUCA1B","brown","2979"
"GUCY1A2","GUCY1A2","turquoise","2977"
"GUCY1B3","GUCY1B3","turquoise",NA
"GUCY2C","GUCY2C","red","2984"
"GUCY2D","GUCY2D","black","3000"
"GULP1","GULP1","turquoise","51454"
"GYPC","GYPC","blue","2995"
"GYPE","GYPE","turquoise","2996"
"GYS2","GYS2","brown","2998"
"GZMM","GZMM","brown","3004"
"H1FNT","H1FNT","red",NA
"H2AFJ","H2AFJ","brown",NA
"H2BFM","H2BFM","brown",NA
"HAAO","HAAO","brown","23498"
"HABP2","HABP2","grey","3026"
"HAMP","HAMP","green","57817"
"HAP1","HAP1","brown","9001"
"HAPLN1","HAPLN1","turquoise","1404"
"HAPLN2","HAPLN2","yellow","60484"
"HAPLN3","HAPLN3","blue","145864"
"HAS1","HAS1","turquoise","3036"
"HAS2","HAS2","yellow","3037"
"HAVCR2","HAVCR2","green","84868"
"HBA1","HBA1","brown","3039"
"HBA2","HBA2","brown","3040"
"HBB","HBB","blue","3043"
"HBQ1","HBQ1","turquoise","3049"
"HCK","HCK","green","3055"
"HCLS1","HCLS1","green","3059"
"HCN1","HCN1","turquoise","348980"
"HCN4","HCN4","turquoise","10021"
"HCRTR2","HCRTR2","turquoise","3062"
"HCST","HCST","green","10870"
"HDAC10","HDAC10","brown","83933"
"HDC","HDC","turquoise","3067"
"HECW1","HECW1","turquoise","23072"
"HECW2","HECW2","turquoise","57520"
"HELB","HELB","green","92797"
"HELZ2","HELZ2","blue","85441"
"HEPACAM","HEPACAM","yellow","220296"
"HES1","HES1","blue","3280"
"HES5","HES5","grey","388585"
"HES7","HES7","brown","84667"
"HESX1","HESX1","grey","8820"
"HEY2","HEY2","brown","23493"
